video,seconds,fps,numFrame,rfps,subset,featureFrame
Zmu7OhkgdLg,53,25,1325,25,training,1325
4EV7BKdFvEU,77,25,1925,25,training,1925
wdILn3QlAWY,58,25,1450,25,training,1450
5bwBOlIA0LA,53,29,1537,29,training,1537
6HRqJm3zbr0,53,30,1590,30,training,1590
fbeEBRmYjRU,55,30,1650,30,training,1650
TbCRS30yIUw,53,30,1590,30,validation,1590
PMhBvJNoeuw,532,24,12768,24,training,12768
SQLMMs7U7-g,534,30,16020,30,validation,16020
JCrlDvE5F3o,535,29,15515,29,training,15515
LBZae6WQ4KQ,54,30,1620,30,training,1620
28wkJC92eOM,53,29,1537,29,training,1537
K5uUNY137tU,57,29,1653,29,testing,1653
fGRscmb6udo,54,25,1350,25,training,1350
x75BX2jj5js,54,29,1566,29,training,1566
GlTkSWxb1qk,54,29,1566,29,training,1566
chys9msS_Es,55,29,1595,29,training,1595
zS61yqtfp4s,56,29,1624,29,testing,1624
027ytFsxEvA,54,30,1620,30,training,1620
gs44pPf5O3s,65,24,1560,24,training,1560
sSDXBpeHSDs,54,25,1350,25,training,1350
6_KmUCiqPUQ,62,29,1798,29,training,1798
1uUfrKVHamg,54,30,1620,30,training,1620
FtNQNx2xs1o,54,30,1620,30,training,1620
nibVLPBg3ys,54,30,1620,30,training,1620
__WrzHhmEnc,54,30,1620,30,training,1620
1yhg64DWEfI,54,29,1566,29,training,1566
Kuny5IokLTY,54,29,1566,29,training,1566
pQa3deC8vXk,54,30,1620,30,training,1620
TZjL04NPNig,55,29,1595,29,validation,1595
3JLscLH87yA,54,29,1566,29,training,1566
OPvsfNg_5TA,54,29,1566,29,training,1566
h6eZSrmyc1s,54,29,1566,29,training,1566
NBPcj78aMqI,54,20,1080,20,training,1080
RKaF7bo1aNw,54,30,1620,30,testing,1620
mOk7Z3Pid2M,54,29,1566,29,training,1566
6EyH8i06iCg,54,30,1620,30,testing,1620
Lr3AL4eCvh8,54,29,1566,29,validation,1566
-tMSHGcLl_I,57,25,1425,25,training,1425
HaemcdF_IHA,54,30,1620,30,training,1620
X0Y3DOAQp9A,56,29,1624,29,training,1624
Yli0RasqF5I,54,30,1620,30,validation,1620
sKJ2QXvXuH8,54,30,1620,30,testing,1620
Ibognm_eNKU,54,29,1566,29,validation,1566
CCzswplGq6A,54,29,1566,29,validation,1566
MrxOa_yQkcQ,54,29,1566,29,validation,1566
YiyRV-LM5FM,70,24,1680,24,training,1680
YjQ2UBHz_Nw,54,25,1350,25,training,1350
4NZ59WpSnoM,56,29,1624,29,training,1624
DCOgBxXVsHU,68,29,1972,29,training,1972
-l1fzqgx7As,65,30,1950,30,training,1950
arsHsIxHeMQ,54,30,1620,30,training,1620
RE42yVRuUf0,54,29,1566,29,validation,1566
ZLvGXc9AXIY,55,29,1595,29,training,1595
0Q7NF_qxJO8,54,30,1620,30,training,1620
RfF09D9lx5w,54,30,1620,30,training,1620
wMcRjl2K_6k,54,30,1620,30,training,1620
ISIGhCubYgs,55,29,1595,29,training,1595
Imdahnb7QyE,54,25,1350,25,training,1350
-z-jZsOfBM0,84,29,2436,29,training,2436
ilZkC0fm358,54,30,1620,30,training,1620
ieQJmbZ5aj8,70,30,2100,30,training,2100
WU8M2BGQ2OQ,54,30,1620,30,testing,1620
8l5x6a8gpMg,219,29,6351,29,training,6351
wxs0c-sQ-Mg,55,29,1595,29,training,1595
xjFdSqxnDzE,54,25,1350,25,testing,1350
t7J9e1Pwgp0,57,30,1710,30,training,1710
rhqf-Wm0tk8,54,30,1620,30,testing,1620
k5lW6J7ZjY0,58,29,1682,29,training,1682
SmmTe8q-BA8,55,25,1375,25,training,1375
PevwEzJIZ8M,54,30,1620,30,training,1620
4xcjMf8OG2Y,54,29,1566,29,training,1566
l0FbBb1SV2s,54,14,756,14,testing,756
KmLG4K0yStE,56,30,1680,30,training,1680
TJArrR4VZIg,62,29,1798,29,training,1798
tlp9dY_26yk,54,30,1620,30,training,1620
DjwMtL0zPQI,54,30,1620,30,training,1620
oosDP80MKPw,571,30,17130,30,training,17130
Fb9O4Mla95w,540,29,15660,29,training,15660
WcZyad9V4C8,543,29,15747,29,validation,15747
c51RAhyv06U,544,29,15776,29,training,15776
qurBXmoaYpo,552,30,16560,30,training,16560
NBfVlJ_8-cA,547,30,16410,30,validation,16410
drfQNNbRiWU,577,24,13848,24,training,13848
76k35vqBNv4,547,30,16410,30,training,16410
rEEQuAb7v3c,555,30,16650,30,training,16650
1hYLDW_ku2w,54,29,1566,29,training,1566
17jEw6Njsag,54,29,1566,29,training,1566
a7HwA3rG_rI,55,30,1650,30,training,1650
4GvS_qreuoc,56,25,1400,25,validation,1400
3ggFrIoKutU,54,29,1566,29,testing,1566
t7zo-zibBW4,55,30,1650,30,training,1650
vz0vA2ZC_Q0,55,30,1650,30,training,1650
nnk554FFsqY,63,29,1827,29,testing,1827
Y9HHPY-s8AA,92,25,2300,25,training,2300
UKQcWFofcMc,55,30,1650,30,training,1650
rR9_nzFCYrs,55,30,1650,30,validation,1650
0ynLRB1U30Y,57,30,1710,30,training,1710
jhAsc18B0do,57,29,1653,29,training,1653
uNSd0jN-DQI,80,29,2320,29,training,2320
RqvM1gXLngw,57,24,1368,24,validation,1368
muQUSYaGVn4,54,15,810,15,validation,810
8-Cddquo4vI,55,29,1595,29,training,1595
nGaOt_mn5ho,55,30,1650,30,training,1650
--oArlc11WQ,56,30,1680,30,training,1680
felXkCElNJM,55,30,1650,30,training,1650
8oPGq2l-kzE,78,29,2262,29,training,2262
Y9FPGWOTIKQ,55,29,1595,29,training,1595
9vXYtynwPYI,561,30,16830,30,validation,16830
ek1o3VGcrGM,64,29,1856,29,training,1856
IYNQzt-2rNI,55,30,1650,30,validation,1650
_Giwi0ePhjU,76,29,2204,29,training,2204
Ah8o9qejwJE,55,25,1375,25,training,1375
Tnow4-q8qfY,56,30,1680,30,training,1680
Ihcj_DREFuU,55,29,1595,29,training,1595
idRc_fYo6fI,55,30,1650,30,training,1650
z-6jDAI6_MA,163,29,4727,29,validation,4727
ZWiOUKqyguI,55,29,1595,29,training,1595
EaJfhi7iCns,55,30,1650,30,training,1650
ZOyk8YRLSe4,55,30,1650,30,training,1650
oAVMdRbKaSE,55,29,1595,29,training,1595
6kgFiwKQ52M,55,30,1650,30,training,1650
AVdCxorDAsc,157,30,4710,30,training,4710
zz_brERAg1k,70,30,2100,30,validation,2100
--RZjueDWH4,110,29,3190,29,training,3190
OLQl20wmZI0,60,30,1800,30,testing,1800
LQuLCN0hst4,55,10,550,10,training,550
0W4lfoAgf5A,57,29,1653,29,validation,1653
49kXN3pt2aw,57,30,1710,30,training,1710
K4L_nmy6YPQ,55,29,1595,29,training,1595
moXBWEbDahM,64,29,1856,29,training,1856
NsRltRkxpAA,74,30,2220,30,testing,2220
cuCXFHbyHbI,55,30,1650,30,training,1650
EQGhH-V4qXU,55,30,1650,30,validation,1650
wh-rPy-OHrI,63,30,1890,30,training,1890
CR4DHoRGIV0,99,23,2277,23,training,2277
NK8yvGni2HY,55,30,1650,30,training,1650
KpjuO3Q-ARA,55,29,1595,29,validation,1595
asKmaH0zR3w,65,30,1950,30,testing,1950
0ix3uHBVvT8,55,30,1650,30,testing,1650
okeHQUBmX_c,59,30,1770,30,training,1770
sSgh0ds7nrY,55,29,1595,29,validation,1595
VmrsgDolowg,55,29,1595,29,training,1595
nzopjLkEK8Y,88,30,2640,30,training,2640
uZFxS8UAG90,55,29,1595,29,training,1595
qBm_MmqO80A,55,24,1320,24,training,1320
7AStFf2BKOE,77,30,2310,30,training,2310
TTWhNGELlwQ,55,30,1650,30,training,1650
Cf3FtU3etRY,57,30,1710,30,validation,1710
I4LVokewVwM,55,23,1265,23,validation,1265
jnV-9MDj5b8,55,29,1595,29,training,1595
Aj0fAk4UNYM,65,29,1885,29,training,1885
gb6mRqMUxB4,63,23,1449,23,validation,1449
dq0YMP1FrSA,55,30,1650,30,training,1650
Vdh5Vbu2iz4,55,30,1650,30,training,1650
lJqEtpbX6oY,58,29,1682,29,training,1682
InNnO7Lkons,55,30,1650,30,training,1650
NoOAuvJrV7g,56,30,1680,30,training,1680
bhV8VsAOVOk,550,29,15950,29,training,15950
TJi3sR_0IFE,550,29,15950,29,training,15950
y5miRSb13oc,553,29,16037,29,validation,16037
OLV4grBcOHI,556,15,8340,15,validation,8340
_KdfCU7Pffw,56,30,1680,30,training,1680
rzrjW6i82HU,55,30,1650,30,training,1650
NvgEFK7Zaac,56,29,1624,29,training,1624
LFUWf1A0WUA,55,30,1650,30,validation,1650
SWKzkR8aM9M,56,29,1624,29,validation,1624
ZVgHIlt33Nk,56,29,1624,29,training,1624
i8Whm5Nw7oU,56,30,1680,30,training,1680
fAlYxC9PtRQ,56,6,336,6,training,336
kQnjNfTV2tI,56,30,1680,30,training,1680
pmJAr5eKncY,57,30,1710,30,validation,1710
10w63oHxn8w,56,30,1680,30,training,1680
wuqEK78W4a8,102,30,3060,30,training,3060
m-zzWj55W7w,56,24,1344,24,training,1344
H6Hyd0PUx-s,56,25,1400,25,training,1400
n7mpBpTnN9k,56,30,1680,30,training,1680
q09xkFGC7k8,56,30,1680,30,testing,1680
QUqg2MM6TUc,58,29,1682,29,training,1682
YCXT_nnvc-8,56,30,1680,30,training,1680
lfX2gtmYw60,56,29,1624,29,validation,1624
QMfuVLfk_6w,56,30,1680,30,validation,1680
AdMp6BRdAZc,56,25,1400,25,training,1400
O8cF3qRwIu0,56,30,1680,30,training,1680
wh_p_kizt2U,59,30,1770,30,training,1770
xBYIEJgRgVk,58,29,1682,29,training,1682
vnrbCc6vGME,61,30,1830,30,validation,1830
-Xc7wOsnsoM,58,29,1682,29,training,1682
A0Di6LDgpBs,56,29,1624,29,training,1624
gEAJXchWWOU,60,14,840,14,validation,840
Yj-7ZXBmNcY,56,29,1624,29,training,1624
hwqjQG8a7Wk,56,29,1624,29,training,1624
NWoeijpJ4_E,56,30,1680,30,validation,1680
EVYJoWqxqWI,56,30,1680,30,training,1680
nRgMKD6OH6Q,56,30,1680,30,training,1680
cKVxKxMaLl4,56,29,1624,29,validation,1624
SyUSTXpGoLg,56,25,1400,25,training,1400
rUTZ-MGNN5s,56,29,1624,29,training,1624
F7uw_Bnon5U,65,29,1885,29,validation,1885
jR0GC5mZpj0,56,30,1680,30,validation,1680
rh6VfkQnnAY,56,30,1680,30,training,1680
t7GSyePUY7g,56,30,1680,30,training,1680
nLwShroMIYY,56,29,1624,29,testing,1624
yjhU1QY9404,60,25,1500,25,testing,1500
3ONSANMaoI8,74,30,2220,30,training,2220
lPSQH34m5Bs,59,30,1770,30,training,1770
Rq2Cc9RHE3U,68,25,1700,25,training,1700
tkDRjZBNEjE,56,29,1624,29,training,1624
nRZwwDdWqp8,56,29,1624,29,validation,1624
Ue4Pi34HF9c,66,29,1914,29,training,1914
-BlAFCCs2II,59,25,1475,25,training,1475
D51MD3tKh3A,56,29,1624,29,testing,1624
lsh5HFdmHmY,56,29,1624,29,training,1624
R_xFh-OK4RE,62,24,1488,24,training,1488
XoaIRDhBSGk,141,29,4089,29,training,4089
efF8oyRHQdo,59,29,1711,29,training,1711
WK4nkekwgXA,72,25,1800,25,training,1800
rTdJefb8XC0,249,30,7470,30,training,7470
ZkCh1GfNTRs,58,29,1682,29,training,1682
txcbhjZUMcg,56,29,1624,29,training,1624
SIsrKaW9WGU,56,30,1680,30,training,1680
HxaqNEZMEEQ,56,30,1680,30,training,1680
_srDPnzJ1E0,57,30,1710,30,training,1710
4i9cwnINsqM,59,29,1711,29,training,1711
OFi4buQLQ4g,58,25,1450,25,training,1450
gMsQecVvFCE,77,25,1925,25,training,1925
9vEG5wIObak,56,30,1680,30,training,1680
ypIsy73jfK4,56,29,1624,29,training,1624
3w0-0M7fbro,56,30,1680,30,training,1680
zyLRVE1vQvg,60,29,1740,29,training,1740
hJsyzaIlqTg,56,29,1624,29,training,1624
D-a5fGOYPGg,65,28,1820,28,training,1820
u64bhU2VR7Y,58,30,1740,30,training,1740
NZb57tI-9Xg,56,29,1624,29,training,1624
_VvfF0S0U1c,56,29,1624,29,training,1624
RgpcAWMtfLs,60,25,1500,25,training,1500
gbEX61Lshsk,567,30,17010,30,training,17010
8W-kEjXWhTs,57,29,1653,29,training,1653
sq4N7Ht-EF0,57,30,1710,30,validation,1710
czFuInHQWrA,57,30,1710,30,training,1710
qXe2MNurJZs,58,30,1740,30,training,1740
CEu_AzfGofQ,57,29,1653,29,training,1653
BhgPJmxGwOw,70,25,1750,25,training,1750
y3iUa1prWl4,57,23,1311,23,validation,1311
EG_-hRNMcT0,57,29,1653,29,training,1653
kho6PIZy36E,57,29,1653,29,training,1653
tjKyiCSqfV0,68,23,1564,23,validation,1564
i_rGK_kXjkE,62,30,1860,30,training,1860
zmK4g43qaFg,97,30,2910,30,training,2910
WfqYyMwFsqI,57,30,1710,30,training,1710
W0ygRqebm0c,57,30,1710,30,training,1710
6VnmjF8r_KE,75,30,2250,30,training,2250
0qCRztapf6M,91,25,2275,25,training,2275
8_O6srdooUA,59,29,1711,29,training,1711
2Uhj9ht7jcI,57,30,1710,30,validation,1710
qDFSWPl5VIQ,58,25,1450,25,training,1450
fTvoA07ATbk,57,29,1653,29,training,1653
hscOL40n3aw,57,25,1425,25,training,1425
ElFoPUGvHBY,57,30,1710,30,training,1710
NNE83e6BcRY,57,30,1710,30,training,1710
avgrp7JC3zA,97,29,2813,29,training,2813
UMaUisEvAwM,63,30,1890,30,testing,1890
2tzglOtlI9E,102,29,2958,29,training,2958
xd7GNK1rkF4,57,29,1653,29,training,1653
Oi-zYL4YhHQ,60,30,1800,30,training,1800
a6_YgJu9vFQ,57,30,1710,30,training,1710
fUeA-QzJYc0,57,29,1653,29,validation,1653
HqaeH1UDgAE,57,24,1368,24,training,1368
xjt3eBSPCDE,57,30,1710,30,training,1710
x6CQzrybrmM,57,29,1653,29,training,1653
tKWE78mbFr0,57,15,855,15,training,855
krquNYo4cuE,59,29,1711,29,training,1711
tov_LU-Wgig,57,30,1710,30,training,1710
RBNkmMRLaqo,57,30,1710,30,training,1710
9ngAu8nszaw,57,30,1710,30,training,1710
RmGDyIB4rks,57,30,1710,30,training,1710
5uQcpP_O8Js,60,29,1740,29,training,1740
avV59hamb3k,57,30,1710,30,training,1710
ICWwPe20DIw,57,25,1425,25,training,1425
1rvgdsmu518,58,30,1740,30,training,1740
lhuiVzk4VPE,57,30,1710,30,training,1710
Zn56KdcSpMU,57,29,1653,29,training,1653
UwlAWNyxyiM,57,29,1653,29,training,1653
5R-YRpFMNvM,57,25,1425,25,validation,1425
YZZNr5kWfbY,61,30,1830,30,training,1830
R3lSJ33hX4g,62,30,1860,30,training,1860
mZ8SMNtiDZ0,58,25,1450,25,validation,1450
sAc74S16mMg,57,29,1653,29,training,1653
vrzGPhiBDZY,58,30,1740,30,training,1740
t-HchhXvsLU,57,29,1653,29,testing,1653
_Jt6px0ECE8,58,23,1334,23,validation,1334
nGNHy1lM0As,57,24,1368,24,training,1368
2NiRry5qIok,57,9,513,9,testing,513
4ue_5ZPGGWc,57,24,1368,24,training,1368
l0SoGtelsXo,57,29,1653,29,training,1653
TU_AT5xC2ZY,59,29,1711,29,validation,1711
xfmsmSiPUWg,59,30,1770,30,validation,1770
Tw0na90c_dw,59,25,1475,25,training,1475
Iewkiax7jko,258,30,7740,30,training,7740
gkCH38o1qWY,57,29,1653,29,training,1653
FNG8U6YuaXg,57,30,1710,30,training,1710
vlfPyHzVUt4,57,20,1140,20,validation,1140
T1Sd5HVJHMY,91,29,2639,29,training,2639
omOtOV4e5No,57,30,1710,30,training,1710
U20GjXBxM7o,591,29,17139,29,training,17139
RBW4Lmk-p6g,572,30,17160,30,training,17160
C31s32CxCos,573,29,16617,29,training,16617
NAUsTPxCiX0,577,30,17310,30,training,17310
zEJNhaTIP68,577,25,14425,25,training,14425
HFiD4NQxrKM,578,29,16762,29,training,16762
hRB6i0pwdKk,578,29,16762,29,validation,16762
UmwEKQLkMHU,58,30,1740,30,training,1740
mfkcGrasyVI,57,29,1653,29,training,1653
SAiLKEZs1SA,93,30,2790,30,training,2790
jwO9YU74dYo,58,29,1682,29,training,1682
pE__3q42q8A,61,30,1830,30,validation,1830
OO8dTb0836w,59,24,1416,24,validation,1416
HVacaNWZIY4,58,30,1740,30,training,1740
4WAO_lrlRnw,58,29,1682,29,training,1682
C0inaLLp5xA,59,30,1770,30,training,1770
JxUSLrdTESI,58,30,1740,30,training,1740
TfVHAArIwFQ,76,30,2280,30,validation,2280
weo7heHUCM4,58,29,1682,29,training,1682
giClGoG868g,58,30,1740,30,training,1740
6UYVpXKUoAk,58,30,1740,30,testing,1740
sQsSqqWnQ7c,58,30,1740,30,training,1740
jYpvh_rhEDM,58,29,1682,29,training,1682
26YD0ejGSXY,58,30,1740,30,training,1740
QGhAX2Jz7_A,58,30,1740,30,testing,1740
g_eYzqdBw1U,58,30,1740,30,validation,1740
rUvH463Krbg,58,29,1682,29,training,1682
ie6qHpbjGkg,59,30,1770,30,testing,1770
yMlXDJs0Qf8,86,25,2150,25,validation,2150
tWN74tAW7v8,101,30,3030,30,validation,3030
SEmXNPkladU,62,30,1860,30,training,1860
jJ4-6BcqvbU,58,30,1740,30,training,1740
VBdzx2OWMDo,74,25,1850,25,training,1850
xf3mLlUjZ1c,65,30,1950,30,training,1950
-tZiCMr2glM,59,29,1711,29,training,1711
ALN6k-BnXVc,91,25,2275,25,training,2275
W-0LUKuRE5s,58,25,1450,25,training,1450
a-8GBcNzx0U,61,24,1464,24,training,1464
iN8h7xDm43I,58,29,1682,29,training,1682
BLNgBUUT53U,60,29,1740,29,training,1740
98h_CPZLrJU,64,29,1856,29,training,1856
5qoRXEn-hhY,75,28,2100,28,training,2100
aXh1elBURYw,58,24,1392,24,validation,1392
_ylxi06lcaU,57,29,1653,29,training,1653
04eppdj_4Rc,58,29,1682,29,training,1682
-Xp1-z9hxdM,58,29,1682,29,validation,1682
rQZ8DHjDDbY,71,15,1065,15,training,1065
Vb-DB_9JhoY,58,29,1682,29,training,1682
9n2-jhK-LSE,59,25,1475,25,training,1475
E0V-FPB0etA,58,30,1740,30,training,1740
RVBbMmD1vso,58,29,1682,29,training,1682
-rr15W9X-ww,59,30,1770,30,training,1770
gBu3nXwWpsk,120,25,3000,25,training,3000
LeC7g3ODWew,58,29,1682,29,validation,1682
DEzpiAi-R8o,58,29,1682,29,training,1682
LSCoLtc0Kfg,58,30,1740,30,training,1740
Lp6N1eeBxHg,58,30,1740,30,training,1740
teXo0KOZ770,60,15,900,15,training,900
uus5V_TFORs,59,30,1770,30,training,1770
kxOiIYyYdzQ,58,30,1740,30,training,1740
pE5NOuDthgY,58,15,870,15,training,870
LRVUWQ3-sU0,58,15,870,15,training,870
oPoexT6_B8A,58,25,1450,25,training,1450
t4lTOz0aFiI,58,29,1682,29,training,1682
odEqdWKQcSE,60,30,1800,30,training,1800
qJG7G9cIlxY,60,29,1740,29,training,1740
Dznc5xtE8pM,58,30,1740,30,training,1740
j3dgnThPB7c,58,23,1334,23,training,1334
wogTokMt0qk,62,29,1798,29,training,1798
Im35jRs5NlI,58,29,1682,29,training,1682
Sd--H8x8WR4,58,30,1740,30,training,1740
Et9UnYhbc2U,59,30,1770,30,training,1770
0QUUJX7UxOc,59,30,1770,30,training,1770
3c99zCxqxvk,62,25,1550,25,training,1550
uW5gsYlSyME,62,25,1550,25,training,1550
5y3sSXbmNmE,58,30,1740,30,validation,1740
61XWAcxSbM0,60,29,1740,29,training,1740
Ns8mYirct-s,130,30,3900,30,training,3900
I2F9lWsZq74,58,29,1682,29,training,1682
saEhbnweZ8k,58,27,1566,27,training,1566
jSWCZvtTfhM,58,29,1682,29,training,1682
8nHIRflQSoE,58,30,1740,30,training,1740
s-zR72JWe7E,59,29,1711,29,testing,1711
ULw7C3uTpyE,58,30,1740,30,training,1740
G7-iwKQju1k,58,30,1740,30,validation,1740
v1l-ddEMnrE,58,30,1740,30,training,1740
LyY7ujhIN0w,58,30,1740,30,validation,1740
nsEcr4HXTOc,79,25,1975,25,testing,1975
DYW23FWmUEU,595,30,17850,30,training,17850
cxmad9cJ_eE,583,25,14575,25,training,14575
QEIp3r777gM,584,30,17520,30,training,17520
4yx2JcQ4YTE,584,30,17520,30,validation,17520
uWANECB1GQQ,591,30,17730,30,training,17730
NXMu01H_CXE,588,30,17640,30,testing,17640
gVFXT2KIHT4,589,29,17081,29,training,17081
AQ81w7InFYs,59,30,1770,30,training,1770
ehE-OcnwMXM,59,30,1770,30,training,1770
rOgeBnhmp8A,58,29,1682,29,training,1682
JhFf71cUJwc,59,30,1770,30,training,1770
f_8NxV02GUo,59,30,1770,30,training,1770
SDkWh08FMoQ,62,29,1798,29,testing,1798
vuaJJLzmvIg,58,29,1682,29,training,1682
8KUiMviQzP8,59,30,1770,30,validation,1770
sacncTFjoI4,59,30,1770,30,training,1770
OMVSkgDb8aQ,59,30,1770,30,training,1770
bTdUeMjjnEI,59,29,1711,29,validation,1711
T4_1s-t1Rvs,59,30,1770,30,training,1770
W3ICUZpzYUY,59,15,885,15,training,885
piHYtN8KKxA,64,29,1856,29,validation,1856
OgKClKP0_t4,72,25,1800,25,training,1800
kpNkyxlBf5g,59,30,1770,30,training,1770
aSVc8RT5Vwc,59,25,1475,25,training,1475
REwbjtajEjo,59,30,1770,30,training,1770
iUR6fNZeyy4,59,29,1711,29,training,1711
ZHBGEgcLECU,59,29,1711,29,training,1711
FfWYdCb7soI,89,29,2581,29,training,2581
y39FhnL08Y8,79,29,2291,29,training,2291
JQO9_hwZyxk,59,30,1770,30,training,1770
adbFngrrAl4,59,30,1770,30,training,1770
k0OoRG-rqrE,59,30,1770,30,training,1770
0AE4tmSURi0,59,30,1770,30,testing,1770
P8BTiJ05O-E,59,30,1770,30,training,1770
f9Hsaru2ef8,59,29,1711,29,validation,1711
Ps5l1DcgD1g,59,23,1357,23,training,1357
usJXSmFYM7k,59,30,1770,30,training,1770
lhD8iCl-7wA,59,30,1770,30,training,1770
A-Yn6FRNMn4,65,23,1495,23,training,1495
DanIiu-Lo-E,59,29,1711,29,training,1711
nRM0FYwtxPk,59,23,1357,23,testing,1357
uHQaQz_tD4s,65,30,1950,30,training,1950
7VF6tjxY_N8,59,30,1770,30,testing,1770
g8sD_7xDGk4,59,30,1770,30,validation,1770
s3p_4XQJgDw,59,30,1770,30,validation,1770
ta59kvhqNqQ,59,30,1770,30,training,1770
fMku7MVLqyI,59,25,1475,25,testing,1475
hyg7Dr8JXNw,59,29,1711,29,training,1711
4mPnuFej_Zc,68,29,1972,29,training,1972
Au-O-7QlytM,59,30,1770,30,training,1770
Hh1yOJWJmpk,59,25,1475,25,validation,1475
UTRIQLrqtBc,59,25,1475,25,testing,1475
-6Xi1JNFLaA,60,30,1800,30,training,1800
RcDDSgNMbcs,71,29,2059,29,training,2059
Qu4IS10CT0Y,59,29,1711,29,training,1711
ucUVe8DDvCI,63,29,1827,29,validation,1827
CSjdlVUNNNc,59,29,1711,29,validation,1711
inbwFgxjdJI,59,30,1770,30,training,1770
Ziu5Qk44css,76,25,1900,25,training,1900
kxZ_n32BU2g,59,30,1770,30,training,1770
EMoKbzZhR_0,64,25,1600,25,validation,1600
Xb3veGZHfFE,59,25,1475,25,training,1475
X_vC-E1qOu4,59,24,1416,24,validation,1416
gD70DWTwjYc,59,29,1711,29,training,1711
_rFzUQN415U,69,29,2001,29,validation,2001
20Xjona1KIY,59,29,1711,29,validation,1711
IpBbcgrH9is,59,25,1475,25,training,1475
UiT3PVA1fsM,59,30,1770,30,testing,1770
o3MqsrX0fqE,59,30,1770,30,validation,1770
b6IlcUpcQLk,71,30,2130,30,training,2130
Qu4wNW0Dxd4,62,25,1550,25,testing,1550
Qr-cbXZu1UQ,59,29,1711,29,training,1711
zNJdIoWHFIo,59,25,1475,25,training,1475
eWo8H1m1mEQ,59,29,1711,29,testing,1711
nKrQifEfGL8,63,29,1827,29,training,1827
rQQqSNcQeX0,59,30,1770,30,validation,1770
93MrGzeTrVM,59,29,1711,29,training,1711
JWnIZNFP6x8,59,29,1711,29,validation,1711
lCR6g1Yx1V8,70,29,2030,29,testing,2030
ENxTimEV-ys,60,23,1380,23,validation,1380
XYVdp8BDYQs,81,30,2430,30,training,2430
cO03-_otR1Y,59,28,1652,28,training,1652
7DpdodnyUrA,59,29,1711,29,validation,1711
lDtvOY1mV9g,78,30,2340,30,training,2340
UZhYCcQktKY,62,25,1550,25,training,1550
HOendiag27k,86,29,2494,29,training,2494
xnhR6lTPcNc,59,30,1770,30,training,1770
lWasD7QAVsI,59,30,1770,30,validation,1770
cU89cK8JR9w,59,29,1711,29,testing,1711
eAsxl7dTHKU,59,30,1770,30,training,1770
lGGygjcMJkA,59,24,1416,24,training,1416
LTXqFiPHt_M,59,30,1770,30,validation,1770
Bo0xwGSyJ68,592,30,17760,30,training,17760
bIilH0hFSM8,597,30,17910,30,training,17910
gpzEA7QTRxc,599,29,17371,29,training,17371
jMJQt5fxcA4,30,29,870,29,training,870
f0mK09kQ558,6,25,150,25,training,150
5dzLYM7tSvc,6,29,174,29,training,174
iwsANeM8r-A,6,30,180,30,validation,180
ADAK7ZLaAYk,89,30,2670,30,training,2670
-GV1wX20qxA,6,24,144,24,training,144
OfJJ_nQRPO0,6,30,180,30,testing,180
QFrhOxtyZBA,6,30,180,30,training,180
e01TyH4gEvk,5,30,150,30,training,150
B47TFKYCQ3w,6,30,180,30,training,180
StabEUfN40A,6,30,180,30,training,180
23Q3ujde4ds,6,25,150,25,testing,150
WWEFyhKdCOw,6,29,174,29,validation,174
myBOcsUDwkw,7,30,210,30,training,210
UpU2O2z411c,6,25,150,25,training,150
ArEjQPP5J6U,12,29,348,29,validation,348
WgFeizQz6eM,6,30,180,30,training,180
WK32d93S0tE,6,30,180,30,training,180
43cG-Q5hJ9o,6,30,180,30,training,180
XX1hnwm9G0s,6,29,174,29,validation,174
LUmVxUBClRg,83,29,2407,29,validation,2407
ahlnuLj87xU,6,30,180,30,validation,180
Nk3Cl7dytYQ,6,30,180,30,testing,180
6peIlKj3Jwk,62,25,1550,25,validation,1550
YkCu1Gd6_zk,14,29,406,29,validation,406
vxt2kj2b86M,6,30,180,30,training,180
DWL7PclZtv0,8,25,200,25,training,200
H-QoOQ7Wb7w,39,30,1170,30,training,1170
RWQxVVGBKKg,6,29,174,29,training,174
7oFJaY03-24,11,29,319,29,training,319
qmBjKKDaByU,52,23,1196,23,validation,1196
tti33uKNTh4,6,30,180,30,testing,180
sU-iQbnWD00,6,30,180,30,training,180
iiO-nEN5xtE,6,25,150,25,training,150
PpgE2BdP3HU,6,30,180,30,training,180
NDSc_5zQHEk,6,30,180,30,training,180
70vC9umnu_A,6,30,180,30,validation,180
3Y075TgoknE,6,23,138,23,validation,138
nt37Niy8sPU,16,20,320,20,testing,320
gAaShQHprG8,15,30,450,30,validation,450
eo3R0qhGcVo,41,23,943,23,validation,943
spsM8f5jbPM,6,29,174,29,training,174
MxafSzEaJ1A,30,30,900,30,training,900
YuQ6wrZVY4o,6,30,180,30,training,180
7pLsRKg7e3Q,6,30,180,30,validation,180
c_RDqHMSlFk,7,30,210,30,training,210
GMVWG63CzQU,6,30,180,30,training,180
nIw4kvN2j74,6,29,174,29,training,174
fPP3CsLFKs4,6,29,174,29,validation,174
2iQZ1xwQq08,45,24,1080,24,training,1080
GruB8oU5nkg,9,30,270,30,testing,270
ugDMEJs0XaY,6,30,180,30,training,180
wuYxYSGGw7I,21,30,630,30,training,630
eJc0uedJJh4,6,25,150,25,testing,150
cQ29wQwwUcI,6,30,180,30,training,180
jxVTZQtWKQ4,6,29,174,29,testing,174
LqCVh6LgRcI,25,29,725,29,training,725
